Titre,Vendeur,Acheteurs,Notes,Date Dernier Avis,Catégorie,Sous-Catégorie,Mots Clés,Lien
تصميم ديكور داخلي ثلاثي الابعاد,.Mekdad S,2,1,منذ 18 يوم و13 ساعة,هندسة وعمارة,هندسة معمارية,"design, ديكور, interior, معماري, داخلي",https://khamsat.com/engineering/interior-design/3523215-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%A7%D8%A8%D8%B9%D8%A7%D8%AF
التصميم المعماري ثلاثي الأبعاد وتقديم الرسومات التنفيذية,.Odai A,13,10,منذ سنة و5 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم معماري, تصميم داخلي, interior design, مخططات معمارية, ديكور داخلي",https://khamsat.com/engineering/interior-design/2580327-%D8%A7%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A7%D9%84%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%A3%D8%A8%D8%B9%D8%A7%D8%AF-%D9%88%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9
تصميم ديكور داخلي مودرن  لاي فراغ معماري,.Aline M,11,9,منذ 8 أشهر و12 يوم,هندسة وعمارة,هندسة معمارية,"vray, render, interior design, ديكور داخلي, 3d bed room",https://khamsat.com/engineering/interior-design/2840715-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%85%D9%88%D8%AF%D8%B1%D9%86-%D9%84%D8%A7%D9%8A-%D9%81%D8%B1%D8%A7%D8%BA-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A
تصميم ديكور داخلي لأي فراغ بمشهد واقعي باستخدام برنامج 3dmax,.Karam I,14,14,منذ 5 أيام و3 ساعات,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, رسم هندسي, ثري دي ماكس, فيراي",https://khamsat.com/engineering/interior-design/2924821-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%A3%D9%8A-%D9%81%D8%B1%D8%A7%D8%BA-%D8%A8%D9%85%D8%B4%D9%87%D8%AF-%D9%88%D8%A7%D9%82%D8%B9%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-3dmax
تصميم داخلي وديكور فلل و شقق و صالات 3d,عبد الرزاق ا.,30,16,منذ 9 أشهر و26 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, معماري, وديكور",https://khamsat.com/engineering/interior-design/2109435-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%81%D9%84%D9%84-%D9%88-%D8%B4%D9%82%D9%82-%D9%88-%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-3d
تصميمات ديكور داخلية احترافية,سلوى إ.,1,1,منذ 20 يوم و5 ساعات,هندسة وعمارة,هندسة معمارية,"هندسي, معمارية, مودرن, تصميم 3d, ديكور داخلي",https://khamsat.com/engineering/interior-design/3903071-%D8%AA%D8%B5%D9%85%D9%8A%D9%85%D8%A7%D8%AA-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9
تصميم روف خارجي حسب متطلبات العميل ورغباته بأفكار جديدة,ديانا ن.,1,1,منذ شهر و10 أيام,هندسة وعمارة,هندسة معمارية,"تصميم, تصاميم, ديزاين, اوتوكاد, خارجي, sketchup, الاوتوكاد, اسكتش, lumion, enscape",https://khamsat.com/engineering/interior-design/2811249-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B1%D9%88%D9%81-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-%D8%AD%D8%B3%D8%A8-%D9%85%D8%AA%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%84-%D9%88%D8%B1%D8%BA%D8%A8%D8%A7%D8%AA%D9%87-%D8%A8%D8%A3%D9%81%D9%83%D8%A7%D8%B1-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9
تصميم وديكور داخلي للمحلات التجارية والمكاتب,.Kawther N,28,17,منذ شهر و8 أيام,هندسة وعمارة,هندسة معمارية,"تصميم, رخيص, محلات, مكتب, مطعم",https://khamsat.com/engineering/interior-design/3041424-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D9%84%D9%85%D8%AD%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%83%D8%A7%D8%AA%D8%A8
غرف النوم الرئيسية مصممة بالستيل المودرن البسيط و بها تجاليد,شهد م.,1,1,منذ 26 يوم و7 دقائق,هندسة وعمارة,هندسة معمارية,"تصميم, 3dmax, تصميم3d",https://khamsat.com/engineering/interior-design/3119476-%D8%BA%D8%B1%D9%81-%D8%A7%D9%84%D9%86%D9%88%D9%85-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9-%D9%85%D8%B5%D9%85%D9%85%D8%A9-%D8%A8%D8%A7%D9%84%D8%B3%D8%AA%D9%8A%D9%84-%D8%A7%D9%84%D9%85%D9%88%D8%AF%D8%B1%D9%86-%D8%A7%D9%84%D8%A8%D8%B3%D9%8A%D8%B7-%D9%88-%D8%A8%D9%87%D8%A7-%D8%AA%D8%AC%D8%A7%D9%84%D9%8A%D8%AF
تصميم ديكورات داخلية متكاملة,احمد س.,230,117,منذ 3 أشهر و8 أيام,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, تخطيط, تنفيذية",https://khamsat.com/engineering/interior-design/902943-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84%D8%A9
تصميم معماري وإنشائي لكافة أنواع الفلل السكنية,.Mohammed Sami A,12,10,منذ شهر و19 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, هندسة, ديكور, فيلا, داخلي",https://khamsat.com/engineering/interior-design/2418068-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D9%88%D8%A5%D9%86%D8%B4%D8%A7%D8%A6%D9%8A-%D9%84%D9%83%D8%A7%D9%81%D8%A9-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D9%81%D9%84%D9%84-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%8A%D8%A9
ديكور وتصميم داخلي بواقعية ودقة عالية,محمد ح.,3,3,منذ سنة و10 أشهر,هندسة وعمارة,هندسة معمارية,"design, حديث, 3d, interior, منزل, تصميم معماري, تصميم داخلي, ديكورات, داخلية, شقق",https://khamsat.com/engineering/interior-design/2628355-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%88%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%A8%D9%88%D8%A7%D9%82%D8%B9%D9%8A%D8%A9-%D9%88%D8%AF%D9%82%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
رسم مخططات معمارية  على اوتوكاد,هزار خ.,5,4,منذ 16 يوم وساعة,هندسة وعمارة,هندسة معمارية,"تصميم, اوتوكاد, 2d, رسم مخططات, مخططات معمارية",https://khamsat.com/engineering/interior-design/3563783-%D8%B1%D8%B3%D9%85-%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%88%D8%AA%D9%88%D9%83%D8%A7%D8%AF
تصميم داخلي مميز لجميع أنواع الغرف والفلل السكنية,زينة ا.,25,17,منذ شهرين و9 أيام,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, احترافي, معماري, ديكور داخلي",https://khamsat.com/engineering/interior-design/2815372-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%85%D9%85%D9%8A%D8%B2-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%BA%D8%B1%D9%81-%D9%88%D8%A7%D9%84%D9%81%D9%84%D9%84-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%8A%D8%A9
تصميم ديكور داخلي للفراغات المعمارية,.Ali A,6,5,منذ يومين وساعة,هندسة وعمارة,هندسة معمارية,"design, ديكور, 3dsmax, تصميم داخلي",https://khamsat.com/engineering/interior-design/2928836-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D9%84%D9%81%D8%B1%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9
تصميم داخلي لمكاتب مع مخططات التنفيذيه,.Ali S,7,5,منذ شهرين و28 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, ديكور, 3dmax, interior design",https://khamsat.com/engineering/interior-design/3170588-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D9%85%D9%83%D8%A7%D8%AA%D8%A8-%D9%85%D8%B9-%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D9%87
تصميم غرف استقبال ومجالس على الطراز المودرن  كلاسيكي وبوهيمي,سومر ع.,3,2,منذ سنة و6 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, واجهات, تصميم معماري, داخلي",https://khamsat.com/engineering/interior-design/2614583-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%BA%D8%B1%D9%81-%D8%A7%D8%B3%D8%AA%D9%82%D8%A8%D8%A7%D9%84-%D9%88%D9%85%D8%AC%D8%A7%D9%84%D8%B3-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B7%D8%B1%D8%A7%D8%B2-%D8%A7%D9%84%D9%85%D9%88%D8%AF%D8%B1%D9%86-%D9%83%D9%84%D8%A7%D8%B3%D9%8A%D9%83%D9%8A-%D9%88%D8%A8%D9%88%D9%87%D9%8A%D9%85%D9%8A
تصميم داخلي 3d رندر واقعي,.Hamed S,2,2,منذ 15 يوم و7 ساعات,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, ديكور, vray, interior design",https://khamsat.com/engineering/interior-design/3907402-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-3d-%D8%B1%D9%86%D8%AF%D8%B1-%D9%88%D8%A7%D9%82%D8%B9%D9%8A
تصميم داخلى و ديكور للفراغات المختلفة,مريان ب.,3,1,منذ سنة و4 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, منزل, فيلا, داخلى",https://khamsat.com/engineering/interior-design/2050641-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%89-%D9%88-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%84%D9%84%D9%81%D8%B1%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9
تصميم داخلي ديكور  interior 3d,.Abdelrahman A,12,6,منذ 17 يوم و52 دقيقة,هندسة وعمارة,هندسة معمارية,"تصميم ثلاثي الابعاد, تصميم داخلي, تصميم3d, interior design, ديكور داخلي",https://khamsat.com/engineering/interior-design/3108565-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-interior-3d
تصميم ديكور داخلي لأي فراغ باستخدام برنامج 3ds max,.Haya A,26,20,منذ 4 أشهر و20 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, تصميم داخلي, architecture, interior design",https://khamsat.com/engineering/interior-design/1860719-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%A3%D9%8A-%D9%81%D8%B1%D8%A7%D8%BA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-3ds-max
تصميم معماري داخلي وديكور بسعر مميز وبجوده عاليه جدا,.Omar T,46,27,منذ 3 أشهر ويومين,هندسة وعمارة,هندسة معمارية,"منزل, تصميم داخلي, تصميم خارجي, تصميم معماري وديكور, مجلس ريسيبشن استقبال",https://khamsat.com/engineering/interior-design/1856640-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%A8%D8%B3%D8%B9%D8%B1-%D9%85%D9%85%D9%8A%D8%B2-%D9%88%D8%A8%D8%AC%D9%88%D8%AF%D9%87-%D8%B9%D8%A7%D9%84%D9%8A%D9%87-%D8%AC%D8%AF%D8%A7
تصاميم  و ديكورات داخلية فخمة و عصرية,.Obaida R,72,39,منذ 14 يوم و15 ساعة,هندسة وعمارة,هندسة معمارية,"تصميم, هندسة, ديكور, 3دي, أوتوكاد",https://khamsat.com/engineering/interior-design/1955051-%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85-%D9%88-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D9%81%D8%AE%D9%85%D8%A9-%D9%88-%D8%B9%D8%B5%D8%B1%D9%8A%D8%A9
تصميم داخلي ومختص ديكور منازل,.Abdullh A,6,5,منذ 16 يوم وساعة,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, معماري, داخلي, تصميم داخلي",https://khamsat.com/engineering/interior-design/2669520-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D9%85%D8%AE%D8%AA%D8%B5-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%85%D9%86%D8%A7%D8%B2%D9%84
تصميم داخلي وديكور احترافي,فارس م.,12,6,منذ شهرين و17 يوم,هندسة وعمارة,هندسة معمارية,"3ds max, ديكور, تصميم معماري, تصميم داخلي, ديكور داخلي",https://khamsat.com/engineering/interior-design/3042063-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
تصميم ديكور داخلي راقي وانيق وعصري بأسعار مناسبة,.Ahmed A,7,6,منذ 4 أيام و3 ساعات,هندسة وعمارة,هندسة معمارية,"تصميم, هندسة, ديكور, داخلي, ديكور داخلي",https://khamsat.com/engineering/interior-design/2679391-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%B1%D8%A7%D9%82%D9%8A-%D9%88%D8%A7%D9%86%D9%8A%D9%82-%D9%88%D8%B9%D8%B5%D8%B1%D9%8A-%D8%A8%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9
تصميم داخلي 3d وديكورات فخمة فلل، شقق سكنية، مكاتب وعيادات,مهند ي.,3,3,منذ 21 يوم و4 ساعات,هندسة وعمارة,هندسة معمارية,"هندسة, عمارة, تصميم داخلي, 3dmax, ديكور داخلي",https://khamsat.com/engineering/interior-design/3767238-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-3d-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D9%81%D8%AE%D9%85%D8%A9-%D9%81%D9%84%D9%84-%D8%B4%D9%82%D9%82-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%85%D9%83%D8%A7%D8%AA%D8%A8-%D9%88%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA
تصاميم معمارية 3d و2d احترافية باسعار مناسبة,.Zein K,24,18,منذ شهر و6 أيام,هندسة وعمارة,هندسة معمارية,"هندسية, تصميم معماري, داخلي, interior design, ديكور داخلي",https://khamsat.com/engineering/interior-design/2815320-%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-3d-%D9%882d-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D8%A8%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9
تصميم داخلي مع مخططات تنفيذية,.Ali S,9,7,منذ 10 أيام و15 ساعة,هندسة وعمارة,هندسة معمارية,"تصميم, اتوكاد, فيلا, تصميم معماري, 3dmax",https://khamsat.com/engineering/interior-design/3166703-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%85%D8%B9-%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA-%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9
تصميم داخلي وديكور  يفوق المتوقع,.Talal A,18,11,منذ 7 أيام وساعتين,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, interior, تصميم داخلي, interior design",https://khamsat.com/engineering/interior-design/2890466-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%8A%D9%81%D9%88%D9%82-%D8%A7%D9%84%D9%85%D8%AA%D9%88%D9%82%D8%B9
تصميم داخلي عصري و فخم 3D شقق فلل مكاتب محلات,.Kawther N,17,11,منذ شهرين و9 أيام,هندسة وعمارة,هندسة معمارية,"ديكور, رخيص, فيلا, شقة, 3d design",https://khamsat.com/engineering/interior-design/2803158-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%B9%D8%B5%D8%B1%D9%8A-%D9%88-%D9%81%D8%AE%D9%85-3d-%D8%B4%D9%82%D9%82-%D9%81%D9%84%D9%84-%D9%85%D9%83%D8%A7%D8%AA%D8%A8-%D9%85%D8%AD%D9%84%D8%A7%D8%AA
تصميم داخلي وديكور بجوده عاليه لجميع الفراغات السكنية,دعاء س.,6,5,منذ 5 أشهر و5 أيام,هندسة وعمارة,هندسة معمارية,"3d, مهندس, شقة, تصميم داخلي, ديكور داخلي",https://khamsat.com/engineering/interior-design/2852309-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%A8%D8%AC%D9%88%D8%AF%D9%87-%D8%B9%D8%A7%D9%84%D9%8A%D9%87-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%8A%D8%A9
شوب دروينج معماري لفيلا,.Ahmad G,5,5,منذ سنة و18 يوم,هندسة وعمارة,هندسة معمارية,"انشائي, ريفيت, shopdrawing",https://khamsat.com/engineering/interior-design/2837779-%D8%B4%D9%88%D8%A8-%D8%AF%D8%B1%D9%88%D9%8A%D9%86%D8%AC-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D9%84%D9%81%D9%8A%D9%84%D8%A7
