Catégorie,Titre du Service,Lien du Service,Image URL
تعلم البرمجة,حل اي مشكلة وأي مسئلة متعلقة بتعلم الألة والذكاء الاصطناعي,https://khamsat.com/training/learn-programming/2480465-%D8%AD%D9%84-%D8%A7%D9%8A-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D9%88%D8%A3%D9%8A-%D9%85%D8%B3%D8%A6%D9%84%D8%A9-%D9%85%D8%AA%D8%B9%D9%84%D9%82%D8%A9-%D8%A8%D8%AA%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%A3%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A,https://khamsat.hsoubcdn.com/images/services/2838746/487dcd7335066b4716e4f4b605d3ebc7_thumb.jpg
تعلم البرمجة,كورس تعليم البرمجة للأطفال واليافعين Scratch,https://khamsat.com/training/learn-programming/2650015-%D9%83%D9%88%D8%B1%D8%B3-%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%84%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84-%D9%88%D8%A7%D9%84%D9%8A%D8%A7%D9%81%D8%B9%D9%8A%D9%86-scratch,https://khamsat.hsoubcdn.com/images/services/1927737/fbadf68495e1faa71a385ae7d0f9188d_thumb.jpg
تعلم البرمجة,تعليم وتدريب برمجة تطبيقات الجوال بالفلاتر,https://khamsat.com/training/learn-programming/1385673-%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%88%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%AC%D9%88%D8%A7%D9%84-%D8%A8%D8%A7%D9%84%D9%81%D9%84%D8%A7%D8%AA%D8%B1,https://khamsat.hsoubcdn.com/images/services/1071946/da1a172ad4fe4265e0a5445bee2edf81_thumb.jpg
تعلم البرمجة,"تعليم اساسيات البرمجة للغات البرمجة الشهيرة مثل c++ ,python",https://khamsat.com/training/learn-programming/2532204-%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A7%D8%B3%D8%A7%D8%B3%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D9%84%D8%B4%D9%87%D9%8A%D8%B1%D8%A9-%D9%85%D8%AB%D9%84-c-python,https://khamsat.hsoubcdn.com/images/services/3212862/d877acf0bb4cc8702f71610c606c6e85_thumb.jpg
تعلم البرمجة,حل مسائل أنظمة التحكم control systemباستخدام الماتلاب MATLAB,https://khamsat.com/training/learn-programming/2506102-%D8%AD%D9%84-%D9%85%D8%B3%D8%A7%D8%A6%D9%84-%D8%A3%D9%86%D8%B8%D9%85%D8%A9-%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%85-control-system%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D8%A7%D8%AA%D9%84%D8%A7%D8%A8-matlab,https://khamsat.hsoubcdn.com/images/services/2270373/ea9bc2fdaca28fce8fe1b78637b96403_thumb.jpg
تعلم البرمجة,كتاب إحترف تجاوب المواقع بالبوتستراب Boostrap 3,https://khamsat.com/training/learn-programming/616654-%D9%83%D8%AA%D8%A7%D8%A8-%D8%A5%D8%AD%D8%AA%D8%B1%D9%81-%D8%AA%D8%AC%D8%A7%D9%88%D8%A8-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D8%A7%D9%84%D8%A8%D9%88%D8%AA%D8%B3%D8%AA%D8%B1%D8%A7%D8%A8-boostrap-3,https://khamsat.hsoubcdn.com/images/services/13022/07726779b46701c61d52725bd67007b6.jpg?s=small
تعلم البرمجة,تقديم خدمة دورات تعليم تصميم واجهات فلاتر Flutter مع ربط,https://khamsat.com/training/learn-programming/2963637-%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%AE%D8%AF%D9%85%D8%A9-%D8%AF%D9%88%D8%B1%D8%A7%D8%AA-%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-flutter-%D9%85%D8%B9-%D8%B1%D8%A8%D8%B7,https://khamsat.hsoubcdn.com/images/services/3374006/f2533f2f3c833eff139569321116f477_thumb.jpg
تعلم البرمجة,سأعلمك تطوير تطبيقات احترافية باستخدام Flutter خطوة بخطوة,https://khamsat.com/training/learn-programming/3325544-%D8%B3%D8%A3%D8%B9%D9%84%D9%85%D9%83-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-flutter-%D8%AE%D8%B7%D9%88%D8%A9-%D8%A8%D8%AE%D8%B7%D9%88%D8%A9,https://khamsat.hsoubcdn.com/images/services/2516808/ccdb28b9468fd5fcfdb6597be1060af1.jpg?s=small
تعلم البرمجة,دليلك للحصول على شهادةBing Accreditation معتمدة من Microsoft,https://khamsat.com/training/learn-programming/1246850-%D8%AF%D9%84%D9%8A%D9%84%D9%83-%D9%84%D9%84%D8%AD%D8%B5%D9%88%D9%84-%D8%B9%D9%84%D9%89-%D8%B4%D9%87%D8%A7%D8%AF%D8%A9bing-accreditation-%D9%85%D8%B9%D8%AA%D9%85%D8%AF%D8%A9-%D9%85%D9%86-microsoft,https://khamsat.hsoubcdn.com/images/services/1041285/e84b00a52cfd082cdfed1e97ec595d20_thumb.jpg
تعلم البرمجة,شرح مشاريع لتعلم الآلة Machine learning او التعلم العميق,https://khamsat.com/training/learn-programming/2593108-%D8%B4%D8%B1%D8%AD-%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D9%84%D8%AA%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%A2%D9%84%D8%A9-machine-learning-%D8%A7%D9%88-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%82,https://khamsat.hsoubcdn.com/images/services/679681/fa93712bff03c6f9f578bb28f12d4fe7_thumb.jpg
تعلم البرمجة,تدريب لتصبح مطور برامج باستخدام دارت وفلاتر,https://khamsat.com/training/learn-programming/2320667-%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D9%84%D8%AA%D8%B5%D8%A8%D8%AD-%D9%85%D8%B7%D9%88%D8%B1-%D8%A8%D8%B1%D8%A7%D9%85%D8%AC-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AF%D8%A7%D8%B1%D8%AA-%D9%88%D9%81%D9%84%D8%A7%D8%AA%D8%B1,https://khamsat.hsoubcdn.com/images/services/2855574/3d351e78792ab96279164c66e3776634_thumb.jpg
تعلم البرمجة,كتاب احترف تصميم المواقع بلغتي Html5 & Css3,https://khamsat.com/training/learn-programming/609770-%D9%83%D8%AA%D8%A7%D8%A8-%D8%A7%D8%AD%D8%AA%D8%B1%D9%81-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A8%D9%84%D8%BA%D8%AA%D9%8A-html5-css3,https://khamsat.hsoubcdn.com/images/services/13022/ca79b50b0fe5e8564b25ab52c12a3d07.jpg?s=small
تعلم البرمجة,استشارة في ما يخص تعلم الآلة والتعلم العميق,https://khamsat.com/training/learn-programming/1691016-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D8%A7-%D9%8A%D8%AE%D8%B5-%D8%AA%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%A2%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%82,https://khamsat.hsoubcdn.com/images/services/570022/d3ad4c8d91be4e2a9160889aee09f9af_thumb.jpg
تعلم البرمجة,مقابلة شخصية لشرح تطوير الألعاب باستخدام Unity,https://khamsat.com/training/learn-programming/3004353-%D9%85%D9%82%D8%A7%D8%A8%D9%84%D8%A9-%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9-%D9%84%D8%B4%D8%B1%D8%AD-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-unity,https://khamsat.hsoubcdn.com/images/services/2668757/5783b7a9d63e4945651cde8ff20bd206_thumb.jpg
تعلم البرمجة,تبسيط مادة logic design & تصميم الدوائر الدقيقة Ic design,https://khamsat.com/training/learn-programming/2254582-%D8%AA%D8%A8%D8%B3%D9%8A%D8%B7-%D9%85%D8%A7%D8%AF%D8%A9-logic-design-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D8%A6%D8%B1-%D8%A7%D9%84%D8%AF%D9%82%D9%8A%D9%82%D8%A9-ic-design,https://khamsat.hsoubcdn.com/images/services/2746591/4438c5c9eecdb2e4df0275d0af5766de_thumb.jpg
تعلم البرمجة,سأشرح لك برمجة تطبيقات فيجوال بيسك للتطبيقات EXCEL+VBA,https://khamsat.com/training/learn-programming/2039464-%D8%B3%D8%A3%D8%B4%D8%B1%D8%AD-%D9%84%D9%83-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D9%81%D9%8A%D8%AC%D9%88%D8%A7%D9%84-%D8%A8%D9%8A%D8%B3%D9%83-%D9%84%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-excelvba,https://khamsat.hsoubcdn.com/images/services/2385644/26c241486bcb2e7a39b4cddce8f250af_thumb.jpg
تعلم البرمجة,تدريب كيفية أنشاء مواقع وورد برس,https://khamsat.com/training/learn-programming/2494276-%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D9%83%D9%8A%D9%81%D9%8A%D8%A9-%D8%A3%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF-%D8%A8%D8%B1%D8%B3,https://khamsat.hsoubcdn.com/images/services/2842203/fa63e868a06efe6cdf0dfd77e2120bb8_thumb.jpg
تعلم البرمجة,مساعدتك في حل تمارين او مشروعك في لغة سي شارب,https://khamsat.com/training/learn-programming/1070863-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%AA%D9%83-%D9%81%D9%8A-%D8%AD%D9%84-%D8%AA%D9%85%D8%A7%D8%B1%D9%8A%D9%86-%D8%A7%D9%88-%D9%85%D8%B4%D8%B1%D9%88%D8%B9%D9%83-%D9%81%D9%8A-%D9%84%D8%BA%D8%A9-%D8%B3%D9%8A-%D8%B4%D8%A7%D8%B1%D8%A8,https://khamsat.hsoubcdn.com/images/services/1103487/a8db9789f4add89677f4a8bfde4d74d4_thumb.jpg
تعلم البرمجة,حل وتصميم مشاريع بلغة python,https://khamsat.com/training/learn-programming/1526191-%D8%AD%D9%84-%D9%88%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D8%A8%D9%84%D8%BA%D8%A9-python,https://khamsat.hsoubcdn.com/images/services/1586943/3ecb4cf4d50b77e358f80d10a7fece6b_thumb.jpg
تعلم البرمجة,شرح تطبيقات الاندوريد بلمسات ابداعية وواقعية بنسبة 100% 15 ثانية,https://khamsat.com/training/learn-programming/878131-%D8%B4%D8%B1%D8%AD-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D9%86%D8%AF%D9%88%D8%B1%D9%8A%D8%AF-%D8%A8%D9%84%D9%85%D8%B3%D8%A7%D8%AA-%D8%A7%D8%A8%D8%AF%D8%A7%D8%B9%D9%8A%D8%A9-%D9%88%D9%88%D8%A7%D9%82%D8%B9%D9%8A%D8%A9-%D8%A8%D9%86%D8%B3%D8%A8%D8%A9-100-15-%D8%AB%D8%A7%D9%86%D9%8A%D8%A9,https://khamsat.hsoubcdn.com/images/services/475240/5be0c46f0c1a27eb26dcd5eb562f7989_thumb.jpg
